Mês,Evento,Categoria
Outubro,8 de outubro — O Primeiro-ministro israelense Benjamin Netanyahu declara guerra ao Hamas depois do ataque terrorista que deixou mais de 600 mortos em Gaza.,Política
Outubro,"15 de outubro — No segundo turno das eleições gerais equatorianas de 2023, Daniel Noboa, da Ação Democrática Nacional, é eleito o presidente mais jovem da história do Equador.",Política
Outubro,"24 de outubro — O regime de Daniel Ortega dissolve ordem católica franciscana e denominações evangélicas, além de outras 16 organizações não governamentais ligadas à Igreja Católica na Nicarágua.",Política
Outubro,"28 de outubro — Morre, aos 54 anos, o ator e escritor norte-americano-canadense Matthew Perry, famoso por seu papel como Chandler Bing na série Friends.",Falecimentos e Nascimentos
Outubro,"7 de outubro — Na Fórmula 1, o neerlandês Max Verstappen se torna campeão mundial da categoria pela terceira vez consecutiva ao ficar em segundo lugar na corrida sprint do GP do Catar de 2023.",Esporte
Outubro,"28 de outubro — A Liga Deportiva Universitaria, ou LDU, sagra-se campeã da Copa Sul-Americana de 2023 após vencer o Fortaleza pelo placar de 4 a 3 nas penalidades, conquistando seu segundo título da competição. A partida foi realizada no Estádio Domingo Burgueño, em Maldonado, no Uruguai.",Esporte
Outubro,"28 de outubro — A África do Sul se torna campeã da Copa do Mundo de Rugby Union de 2023 após vencer a Nova Zelândia, conquistando seu quarto título mundial.",Esporte
Outubro,"7 de outubro — Terroristas do Hamas lançam um ataque a partir da Faixa de Gaza, infiltrando-se no sul de Israel e provocando uma resposta militar completa das Forças de Defesa do país. O ataque deixou centenas de mortos e milhares de feridos.",Desastres
Outubro,"17 de outubro — Em Gaza, o Bombardeio do Hospital Árabe Al-Ahli matou 471 pessoas, em um dos episódios mais mortíferos na guerra Israel-Hamas.",Desastres
Outubro,"25 de outubro — Um atirador invadiu um bar e uma pista de boliche em Lewiston, no Maine, nos EUA, e disparou contra frequentadores dos locais, matando 18 pessoas e ferindo outras 13. Dois dias depois, o autor do tiroteio foi encontrado morto em uma floresta da região. O massacre foi considerado o mais mortal do ano no país.",Desastres
Outubro,"29 de outubro — Um avião de pequeno porte que fazia táxi aéreo caiu em Rio Branco, no Acre, matando todas as 12 pessoas que estavam a bordo.",Desastres
Outubro,"7 à 15 de outubro — Uma série de terremotos ocorreram na província de Herate, no Afeganistão, matando mais de 1.000 pessoas e ferindo quase 2.000, com tremores sentidos no Irã e no Turquemenistão. Os terremotos são os mais mortíferos no país desde 1998.",Ecossistema
Outubro,"11 de outubro — Devido à fumaça de queimadas, Manaus, no Amazonas, é colocada entre as cidades com pior qualidade do ar no mundo.",Ecossistema
Outubro,"16 de outubro — Seca histórica no Amazonas: O Rio Negro tem a pior seca em 121 anos, ao atingir 13,59 metros em Manaus. A estiagem afetou 557 mil pessoas em todo o estado.",Ecossistema
Outubro,"25 de outubro — O Furacão Otis, de categoria 5, atinge severamente a costa mexicana do Pacífico, sendo Acapulco, Guerrero, a mais afetada e devastada pelo ciclone tropical. A passagem do furacão deixou ao menos 39 mortos e 10 feridos, além de ter causado graves danos materiais.",Ecossistema
Outubro,"28 de outubro — Incêndio em mina de carvão pertencente a ArcelorMittal em Karaganda, no Cazaquistão deixa ao menos 45 mineiros mortos. O incêndio foi o pior do tipo no país desde 2006.",Ecossistema
Outubro,4 de outubro — O Google lança o Android 14.,Ciência e Tecnologia
Outubro,"14 de outubro — Eclipse solar anular que pôde ser observado na América do Norte (exceto em parte da Groenlândia), em toda a América Central e na América do Sul (exceto no sul do Chile e da Argentina).",Ciência e Tecnologia
Novembro,"7 de novembro — O Primeiro-Ministro de Portugal, António Costa, demite-se do cargo após suspeitas criminais contra o Governo.",Política
Novembro,19 de novembro — Javier Milei é eleito o 52° presidente da Argentina.,Política
Novembro,"22 de novembro — O Partido pela Liberdade (PVV), de extrema-direita de Geert Wilders, ganha o maior número de assentos nas eleições gerais dos Países Baixos.",Política
Novembro,"3 de novembro — Morre, aos 68 anos, a atriz Elizângela, uma das mais conhecidas da teledramaturgia e ganhadora de vários prêmios.",Falecimentos e Nascimentos
Novembro,"7 de novembro — Morre, aos 95 anos, o astronauta Frank Borman, que serviu como comandante da missão Apollo 8, a primeira missão humana a orbitar a Lua em 1968.",Falecimentos e Nascimentos
Novembro,"4 de novembro — O Fluminense vence o Boca Juniors por 2 a 1 na prorrogação e conquista a Copa Libertadores da América pela primeira vez. A final foi disputada no Estádio do Maracanã, Rio de Janeiro.",Esporte
Novembro,"5 de novembro — O Brasil termina os Jogos Pan-Americanos de 2023 na segunda colocação geral com um recorde de 205 medalhas, fazendo sua melhor atuação na história do evento.",Esporte
Novembro,26 de novembro — O piloto italiano Francesco Bagnaia venceu a etapa de Valência da MotoGP e se tornou bicampeão mundial da modalidade.,Esporte
Novembro,"3 de novembro — Incêndio em centro de reabilitação para dependentes químicos deixa ao menos 32 mortos e 16 feridos em Langarud, no Irã.",Desastres
Novembro,"30 de novembro — Ataque terrorista deixa três mortos e 16 feridos em Jerusalém, Israel. O Hamas assumiu a autoria do ataque.",Desastres
Novembro,"3 de novembro — Um terremoto de magnitude 6,4 atinge a região de Jajarkot, no Nepal, deixando mais de 150 mortos.",Ecossistema
Novembro,"8 de novembro — Inicia uma nova onda de calor no Brasil, com vários estados registrando temperaturas acima de 40 ºC.",Ecossistema
Novembro,"17 de novembro — Pela primeira vez, o mundo registra um dia com temperatura média global 2 °C acima dos níveis da era pré-industrial (1850-1900).",Ecossistema
Novembro,"19 de novembro — Na cidade de Araçuaí, em Minas Gerais, termômetros marcaram 44,8°C, a maior temperatura já registrada na história do Brasil. O recorde anterior tinha sido de 44,7°C em Bom Jesus, no Piauí, em 21 de novembro de 2005.",Ecossistema
Novembro,"9 de novembro — No centro médico NYU Langone Health em Nova Iorque, nos Estados Unidos, médicos realizaram o primeiro transplante de um olho inteiro da história da medicina.",Ciência e Tecnologia
Novembro,21 de novembro — A Coreia do Norte afirma ter colocado o seu primeiro satélite espião Malligyong-1 em órbita.,Ciência e Tecnologia
Dezembro,1 de dezembro — Brasil assume a presidência do G20.,Política
Dezembro,10 de dezembro — Javier Milei assume a presidência da Argentina.,Política
Dezembro,"16 de dezembro — Mishal Al-Ahmad Al-Jaber Al-Sabah torna-se Emir do Kuwait após morte de seu meio-irmão, Nawaf Al-Ahmad Al-Jaber Al-Sabah.",Política
Dezembro,7 de dezembro — A Bolívia se torna um Estado-membro do Mercosul.,Economia
Dezembro,"12 de dezembro — Na cúpula climática COP28 em Dubai, Emirados Árabes Unidos, chega-se a um consenso para que os países “façam a transição” dos combustíveis fósseis, o primeiro acordo deste tipo nos 30 anos de história da conferência.",Economia
Dezembro,"6 de dezembro — O Palmeiras conquista o seu 12.° título do Campeonato Brasileiro de Futebol após ser campeão da edição de 2023, empatando com o Cruzeiro na última rodada do campeonato. O clube alcançou o feito de conquistar o bicampeonato consecutivo mais uma vez ao triunfar na edição de 2022. Além disso, o Santos foi rebaixado pela primeira vez em sua história.",Esporte
Dezembro,"22 de dezembro — O Manchester City conquista a Copa do Mundo de Clubes da FIFA pela 1.° vez, vencendo o Fluminense por 4×0 na final.",Esporte
Dezembro,"6 de dezembro — Ataque a tiros na Universidade de Nevada, em Las Vegas, Nevada, Estados Unidos, deixou três mortos. O autor do ataque foi morto pela polícia.",Desastres
Dezembro,"2 de dezembro — Vários terremotos ocorreram na costa da ilha de Mindanau, Filipinas, sendo o mais forte de magnitude 7,6, que deixou ao menos três pessoas mortas e oito feridas.",Ecossistema
Dezembro,"17 de dezembro — Tempestade com rajadas de ventos de até 150 km/h matou 13 pessoas e deixou outras 14 feridas em Bahía Blanca, Buenos Aires, Argentina.",Ecossistema
Dezembro,"2 de dezembro — Como resposta ao lançamento de um satélite espião pelo vizinho do Norte, a Coreia do Sul lança seu primeiro satélite do tipo, a bordo do foguete Falcon 9 da SpaceX.",Ciência e Tecnologia
Dezembro,4 de dezembro — Grand Theft Auto VI tem seu trailer anunciado 1 dia antes do previsto devido a vazamentos.,Ciência e Tecnologia
Dezembro,"27 de dezembro — Morre aos 94 anos, Gaston Glock, o inventor da pistola. A causa da morte não foi divulgada.",Falecimentos e Nascimentos
Dezembro,"27 de dezembro — Morre aos 37 anos, o youtuber PC Siqueira",Falecimentos e Nascimentos
Dezembro,"27 de dezembro — Morre aos 98 anos, Jacques Delors, o pai do euro.",Falecimentos e Nascimentos
